relationshipId,createdTimestamp,updatedTimestamp,relationshipType,sourceNodeType,sourceNodeAttr,sourceNodeValue,targetNodeType,targetNodeAttr,targetNodeValue,affiliation,referenceType,sourceAuthoritySection,targetAuthoritySection,relationship,notes
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO,ControllingOrg,shortName,ISO/IEC JTC 1,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,IEC,ControllingOrg,shortName,ISO/IEC JTC 1,,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,ISO TC 97,,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,IEC TC 83,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 2,,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,JTC1 SC 2,ControllingOrg,shortName,TC97 SC 2,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 6,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 14,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 17,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 18,,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,JTC1 SC 18,ControllingOrg,shortName,TC97 SC 18,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 21,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 22,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 27,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 30,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 32,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 34,,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,JTC1 SC 34,ControllingOrg,shortName,JTC1 SC 18,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO/IEC JTC 1,ControllingOrg,shortName,JTC1 SC 37,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO,ControllingOrg,shortName,ISO TC 46,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO,ControllingOrg,shortName,ISO TC 97,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO,ControllingOrg,shortName,ISO TC 154,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO TC 97,ControllingOrg,shortName,TC97 SC 2,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ISO TC 97,ControllingOrg,shortName,TC97 SC 18,,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU,ControllingOrg,shortName,CCITT (ITU-T),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT JWP NRD (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 7 (1976),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 7 (1976),ControllingOrg,shortName,CCITT JWP NRD (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 7 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 7 (1980),ControllingOrg,shortName,CCITT SG 7 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 7 (1984),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 7 (1984),ControllingOrg,shortName,CCITT SG 7 (1980),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 7 (1988),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 7 (1988),ControllingOrg,shortName,CCITT SG 7 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 7 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 7 (1992),ControllingOrg,shortName,CCITT SG 7 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1964),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 8 (1964),ControllingOrg,shortName,CCITT SG 8 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1968),ControllingOrg,shortName,CCITT SG 8 (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1972),ControllingOrg,shortName,CCITT SG 8 (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1976),ControllingOrg,shortName,CCITT SG 8 (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1980),ControllingOrg,shortName,CCITT SG 8 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1984),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 8 (1984),ControllingOrg,shortName,CCITT SG 8 (1980),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 8 (1984),ControllingOrg,shortName,CCITT SG 14 (1980),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1988),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1988),ControllingOrg,shortName,CCITT SG 8 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 8 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 8 (1992),ControllingOrg,shortName,CCITT SG 8 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1964),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1964),ControllingOrg,shortName,CCITT SG 9 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1968),ControllingOrg,shortName,CCITT SG 9 (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1972),ControllingOrg,shortName,CCITT SG 9 (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1976),ControllingOrg,shortName,CCITT SG 9 (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1980),ControllingOrg,shortName,CCITT SG 9 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1984),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 9 (1984),ControllingOrg,shortName,CCITT SG 8 (1980),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 9 (1984),ControllingOrg,shortName,CCITT SG 9 (1980),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 9 (1984),ControllingOrg,shortName,CCITT SG 10 (1980),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1988),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1988),ControllingOrg,shortName,CCITT SG 9 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 9 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 9 (1992),ControllingOrg,shortName,CCITT SG 9 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1964),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1964),ControllingOrg,shortName,CCITT SG 10 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1968),ControllingOrg,shortName,CCITT SG 10 (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1972),ControllingOrg,shortName,CCITT SG 10 (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1976),ControllingOrg,shortName,CCITT SG 10 (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1980),ControllingOrg,shortName,CCITT SG 10 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1988),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 10 (1988),ControllingOrg,shortName,CCITT SG 7 (1984),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 10 (1988),ControllingOrg,shortName,CCITT SG 11 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 10 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 10 (1992),ControllingOrg,shortName,CCITT SG 10 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1964),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1964),ControllingOrg,shortName,CCITT SG 11 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1968),ControllingOrg,shortName,CCITT SG 11 (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1972),ControllingOrg,shortName,CCITT SG 11 (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1976),ControllingOrg,shortName,CCITT SG 11 (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1980),ControllingOrg,shortName,CCITT SG 11 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1984),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1984),ControllingOrg,shortName,CCITT SG 11 (1980),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1988),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 11 (1988),ControllingOrg,shortName,CCITT SG 11 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 11 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 11 (1992),ControllingOrg,shortName,CCITT SG 11 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 14 (1964),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 14 (1964),ControllingOrg,shortName,CCITT SG 8 (1960),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 14 (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 14 (1968),ControllingOrg,shortName,CCITT SG 14 (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 14 (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 14 (1972),ControllingOrg,shortName,CCITT SG 14 (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 14 (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 14 (1976),ControllingOrg,shortName,CCITT SG 14 (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 14 (1980),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 14 (1980),ControllingOrg,shortName,CCITT SG 14 (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SSG A (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SSG A (1968),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SSG A (1968),ControllingOrg,shortName,CCITT SSG A (1964),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SSG A (1972),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SSG A (1972),ControllingOrg,shortName,CCITT SSG A (1968),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SSG A (1976),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SSG A (1976),ControllingOrg,shortName,CCITT SSG A (1972),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 17 (1980),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,CCITT SG 17 (1980),ControllingOrg,shortName,CCITT SSG A (1976),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 17 (1984),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 17 (1984),ControllingOrg,shortName,CCITT SG 17 (1980),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 17 (1988),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 17 (1988),ControllingOrg,shortName,CCITT SG 17 (1984),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,CCITT (ITU-T),ControllingOrg,shortName,CCITT SG 17 (1992),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,CCITT SG 17 (1992),ControllingOrg,shortName,CCITT SG 17 (1988),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU,ControllingOrg,shortName,ITU-T,,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,CCITT (ITU-T),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 4 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 4 (2000),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 4 (2000),ControllingOrg,shortName,ITU-T SG 4 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 4 (2004),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 4 (2004),ControllingOrg,shortName,ITU-T SG 4 (2000),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 4 (2004),ControllingOrg,shortName,ITU-T SG 7 (2000),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 4 (2008),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 4 (2008),ControllingOrg,shortName,ITU-T SG 4 (2004),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 7 (1996),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 7 (1996),ControllingOrg,shortName,CCITT SG 7 (1992),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 7 (2000),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 7 (2000),ControllingOrg,shortName,ITU-T SG 7 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 7 (2004),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 7 (2004),ControllingOrg,shortName,ITU-T SG 7 (2000),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 8 (1996),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 8 (1996),ControllingOrg,shortName,CCITT SG 8 (1992),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 8 (2000),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 8 (2000),ControllingOrg,shortName,ITU-T SG 8 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 10 (1996),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 10 (1996),ControllingOrg,shortName,CCITT SG 10 (1992),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 10 (2000),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 10 (2000),ControllingOrg,shortName,ITU-T SG 10 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 10 (2004),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 10 (2004),ControllingOrg,shortName,ITU-T SG 10 (2000),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 13 (2008),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 13 (2008),ControllingOrg,shortName,ITU-T SG 17 (2004),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 14 (1996),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 14 (1996),ControllingOrg,shortName,CCITT SG 9 (1992),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 14 (1996),ControllingOrg,shortName,CCITT SG 17 (1992),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2000),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 16 (2000),ControllingOrg,shortName,ITU-T SG 8 (1996),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2004),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2004),ControllingOrg,shortName,ITU-T SG 16 (2000),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 16 (2004),ControllingOrg,shortName,ITU-T SG 8 (2000),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2008),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2008),ControllingOrg,shortName,ITU-T SG 16 (2004),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2012),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2012),ControllingOrg,shortName,ITU-T SG 16 (2008),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2016),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2016),ControllingOrg,shortName,ITU-T SG 16 (2012),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2021),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2021),ControllingOrg,shortName,ITU-T SG 16 (2016),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 16 (2024),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 16 (2024),ControllingOrg,shortName,ITU-T SG 16 (2021),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2004),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 17 (2004),ControllingOrg,shortName,ITU-T SG 7 (2004),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 17 (2004),ControllingOrg,shortName,ITU-T SG 10 (2004),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2008),,,,,,
,,,SUCCEEDED_ORG,ControllingOrg,shortName,ITU-T SG 17 (2008),ControllingOrg,shortName,ITU-T SG 17 (2004),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2012),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 17 (2012),ControllingOrg,shortName,ITU-T SG 17 (2008),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2016),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 17 (2016),ControllingOrg,shortName,ITU-T SG 17 (2012),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2021),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 17 (2021),ControllingOrg,shortName,ITU-T SG 17 (2016),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2024),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 17 (2024),ControllingOrg,shortName,ITU-T SG 17 (2021),,,,,,
,,,HAS_CHILD_ORG,ControllingOrg,shortName,ITU-T,ControllingOrg,shortName,ITU-T SG 17 (2028),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,ITU-T SG 17 (2028),ControllingOrg,shortName,ITU-T SG 17 (2024),,,,,,
,,,PREVIOUSLY_KNOWN_AS,ControllingOrg,shortName,NIST,ControllingOrg,shortName,NBS (NIST),,,,,,
