authorityDraftRevisionId,createdTimestamp,updatedTimestamp,atlasCategory,atlasStatus,reference,revisionSequence,title,status,type,ietfStream,publishedDate,canonicalUrl,canonicalFormat,plainTextUrl,htmlUrl,otherUrl,otherFormat,notes
,,,,relComplete,draft-hickman-netscape-ssl-00,0,The SSL Protocol,Expired,Internet-Draft,,1995-04-19,https://www.ietf.org/archive/id/draft-hickman-netscape-ssl-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-hickman-netscape-ssl-00.txt,,https://datatracker.ietf.org/doc/draft-hickman-netscape-ssl/00/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-26,26,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Adopted,Internet-Draft,IETF,2014-02-06,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-26.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-26.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/26/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-25,25,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Revised,Internet-Draft,IETF,2013-11-17,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-25.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-25.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/25/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-24,24,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Revised,Internet-Draft,IETF,2013-09-25,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-24.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-24.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/24/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-23,23,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Revised,Internet-Draft,IETF,2013-07-15,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-23.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-23.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/23/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-22,22,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Revised,Internet-Draft,IETF,2013-02-23,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-22.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-22.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/22/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-21,21,Hypertext Transfer Protocol (HTTP/1.1): Authentication,Revised,Internet-Draft,IETF,2012-10-04,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-21.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-21.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/21/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-20,20,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2012-07-16,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-20.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-20.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/20/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-19,19,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2012-03-12,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-19.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-19.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/19/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-18,18,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2012-01-03,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-18.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-18.txt,,https://datatracker.ietf.org/doc/draft-ietf-httpbis-p7-auth/18/,IETF Datatracker,
,,,,relComplete,draft-ietf-httpbis-p7-auth-17,17,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2011-10-31,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-17.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-17.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-16,16,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2011-08-24,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-16.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-16.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-15,15,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2011-07-11,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-15.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-15.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-14,14,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2011-04-18,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-14.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-14.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-13,13,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2011-03-14,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-13.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-13.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-12,12,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2010-10-25,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-12.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-12.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-11,11,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2010-08-04,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-11.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-11.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-10,10,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2010-07-12,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-10.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-10.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-09,9,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2010-03-08,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-09.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-09.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-08,8,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2009-10-26,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-08.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-08.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-07,7,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2009-07-13,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-07.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-07.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-06,6,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2009-03-09,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-06.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-06.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-05,5,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2008-11-17,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-05.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-05.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-04,4,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2008-08-29,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-04.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-04.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-03,3,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2008-06-17,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-03.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-02,2,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2008-02-25,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-02.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-01,1,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2008-01-13,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-01.txt,,,,
,,,,relComplete,draft-ietf-httpbis-p7-auth-00,0,"HTTP/1.1, part 7: Authentication",Revised,Internet-Draft,IETF,2007-12-21,https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-httpbis-p7-auth-00.txt,,,,
,,,,relComplete,draft-ietf-jose-json-web-signature-41,41,JSON Web Signature (JWS),Adopted,Internet-Draft,IETF,2015-01-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-41.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-41.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/41/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-40,40,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2015-01-13,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-40.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-40.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/40/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-39,39,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-12-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-39.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-39.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/39/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-38,38,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-12-09,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-38.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-38.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/38/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-37,37,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-11-19,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-37.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-37.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/37/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-36,36,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-10-24,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-36.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-36.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/36/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-35,35,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-10-17,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-35.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-35.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/35/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-34,34,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-10-14,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-34.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-34.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/34/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-33,33,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-09-25,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-33.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-33.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/33/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-32,32,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-09-23,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-32.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-32.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/32/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-31,31,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-07-04,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-31.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-31.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/31/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-30,30,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-07-01,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-30.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-30.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/30/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-29,29,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-06-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-29.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-29.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/29/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-28,28,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-06-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-28.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-28.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/28/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-27,27,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-06-10,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-27.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-27.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/27/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-26,26,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-04-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-26.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-26.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/26/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-25,25,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-03-31,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-25.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-25.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/25/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-24,24,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-03-18,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-24.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-24.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/24/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-23,23,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-03-03,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-23.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-23.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/23/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-22,22,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-03-02,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-22.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-22.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/22/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-21,21,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-02-14,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-21.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-21.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/21/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-20,20,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2014-01-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-20.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-20.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/20/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-19,19,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-12-29,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-19.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-19.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/19/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-18,18,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-11-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-18.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-18.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/18/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-17,17,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-10-07,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-17.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-17.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/17/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-16,16,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-09-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-16.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-16.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/16/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-15,15,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-09-03,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-15.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-15.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/15/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-14,14,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-07-29,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-14.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-14.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/14/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-13,13,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-07-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-13.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-13.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/13/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-12,12,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-07-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-12.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-12.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/12/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-11,11,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-05-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-11.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-11.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/11/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-10,10,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-04-26,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-10.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-10.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/10/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-09,9,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2013-04-23,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-09.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-09.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/09/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-08,8,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-12-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-08.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-08.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/08/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-07,7,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-11-07,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-07.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-07.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/07/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-06,6,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-10-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-06.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-06.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/06/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-05,5,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-07-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-05.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-05.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/05/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-04,4,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-07-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-04.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-04.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/04/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-03,3,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-07-06,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-03.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/03/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-02,2,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-05-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-02.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/02/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-01,1,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-03-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-01.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/01/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-signature-00,0,JSON Web Signature (JWS),Revised,Internet-Draft,IETF,2012-01-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-signature-00.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-signature/00/,IETF Datatracker,
,,,,relComplete,draft-jones-json-web-signature-04,4,JSON Web Signature (JWS),Replaced,Internet-Draft,,2011-12-14,https://www.ietf.org/archive/id/draft-jones-json-web-signature-04.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-signature-04.txt,,https://datatracker.ietf.org/doc/draft-jones-json-web-signature/04/,IETF Datatracker,
,,,,relComplete,draft-jones-json-web-signature-03,3,JSON Web Signature (JWS),Revised,Internet-Draft,,2011-10-31,https://www.ietf.org/archive/id/draft-jones-json-web-signature-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-signature-03.txt,,,,
,,,,relComplete,draft-jones-json-web-signature-02,2,JSON Web Signature (JWS),Revised,Internet-Draft,,2011-05-01,https://www.ietf.org/archive/id/draft-jones-json-web-signature-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-signature-02.txt,,,,
,,,,relComplete,draft-jones-json-web-signature-01,1,JSON Web Signature (JWS),Revised,Internet-Draft,,2011-03-28,https://www.ietf.org/archive/id/draft-jones-json-web-signature-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-signature-01.txt,,,,
