authorityId,createdTimestamp,updatedTimestamp,atlasCategory,atlasStatus,reference,versionTag,title,status,type,ietfStream,publishedDate,deprecatedDate,withdrawnDate,canonicalUrl,canonicalFormat,plainTextUrl,htmlUrl,otherUrl,otherFormat,doi,notes
,,,characterSet,relOnly; relComplete,US-ASCII [ASA X3.4-1963],,American Standard Code for Information Interchange,Superseded,National Standard,,1963-06-17,,,,,,,,,,
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [ASA X3.4-1965],,American Standard Code for Information Interchange,Unpublished; Superseded,National Standard,,1965,,,,,,,,,,
,,,characterSet,relOnly; relComplete,US-ASCII [USAS X3.4-1967],,USA Standard Code for Information Interchange,Superseded,National Standard,,1967-07-07,,,,,,,,,,
,,,characterSet,relOnly; relComplete,US-ASCII [USAS X3.4-1968],,USA Standard Code for Information Interchange,Superseded,National Standard,,1968-10-10,,,,,,,,,,
,,,characterSet,relOnly; relComplete,US-ASCII [ANSI X3.4-1977],,American National Standard Code for Information Interchange,Superseded,National Standard,,1977-06-09,,,,,,,,,,
,,,characterSet,relOnly; relComplete,US-ASCII [ANSI X3.4-1986],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,1986-03-26,,,,,,,,,,
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [ANSI X3.4-1986 (R1992)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,1992,,,,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [ANSI X3.4-1986 (R1997)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,1997,,,,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [ANSI INCITS 4-1986 (R2002)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,2002-12-30,,,https://webstore.ansi.org/standards/incits/ansiincits1986r2002,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,relOnly; relComplete,US-ASCII [ANSI INCITS 4-1986 (R2007)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,2007-06-14,,,https://webstore.ansi.org/standards/incits/ansiincits1986r2007,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [INCITS 4-1986 (R2012)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,2012-06-15,,,https://webstore.ansi.org/standards/incits/incits1986r2012,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [INCITS 4-1986 (R2017)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Superseded,National Standard,,2017-11-02,,,https://webstore.ansi.org/standards/incits/incits1986r2017,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,US-ASCII [INCITS 4-1986 (R2022)],,American National Standard for Information Systems - Coded Character Sets - 7-Bit American National Standard Code for Information Interchange (7-Bit ASCII),Active,National Standard,,2022-09-08,,,https://webstore.ansi.org/standards/incits/incits1986r2022,,,,,,,Reaffirmation of ANSI X3.4-1986
,,,characterSet,noReview; relOnly; relComplete,ECMA-6 (04/1965),Edition 1,7-bit Coded Character Set,Superseded,ECMA Standard,,1965-04,,,,,,,,,,
,,,characterSet,noReview; relOnly; relComplete,ECMA-6 (06/1967),Edition 2,7-bit Coded Character Set,Superseded,ECMA Standard,,1967-06,,,,,,,,,,
,,,characterSet,noReview; relOnly; relComplete,ECMA-6 (07/1970),Edition 3,7-bit Coded Character Set,Superseded,ECMA Standard,,1970-07,,,,,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-6 (08/1973),Edition 4,7-bit Coded Character Set,Superseded,ECMA Standard,,1973-08,,,https://ecma-international.org/wp-content/uploads/ECMA-6_4th_edition_august_1973.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-6 (03/1985),Edition 5,7-bit Coded Character Set,Superseded,ECMA Standard,,1985-03,,,https://ecma-international.org/wp-content/uploads/ECMA-6_5th_edition_march_1985.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-6 (12/1991),Edition 6,7-bit Coded Character Set,Active,ECMA Standard,,1991-12,,,https://ecma-international.org/wp-content/uploads/ECMA-6_6th_edition_december_1991.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ISO/R 646:1967,Edition 1,6 and 7 Bit Coded Character Sets for Information Processing Interchange,Withdrawn; Obsoleted,ISO Recommendation,,1967-12,,,https://www.iso.org/standard/963.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 646:1973,Edition 1,Information Processing - ISO 7-bit Coded Character Set for Information Interchange,Withdrawn; Superseded,International Standard,,1973-07,,,https://www.iso.org/standard/2823.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 646:1983,Edition 2,Information Processing - ISO 7-bit Coded Character Set for Information Interchange,Withdrawn; Superseded,International Standard,,1983-07,,1991-12-16,https://www.iso.org/standard/4776.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 646:1991,Edition 3,Information Processing - ISO 7-bit Coded Character Set for Information Interchange,Active,International Standard,,1991-12,,,https://www.iso.org/standard/4777.html,,,,,,,
,,,characterSet,relOnly; relComplete,CCITT Rec. V.3 (1968),,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1968,,,,,,,http://handle.itu.int/11.1004/020.1000/4.255.43.en.1009,PDF,,"Other URL is Volume VIII of the White Book (1968), V.3 starts on page 11"
,,,characterSet,relOnly; relComplete,CCITT Rec. V.3 (1972),,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1972,,,,,,,http://handle.itu.int/11.1004/020.1000/4.256.43.en.1015,PDF,,"Other URL is Volume VIII of the Green Book (1972), V.3 starts on page 47"
,,,characterSet,relOnly; relComplete,CCITT Rec. V.3 (10/1976),Edition 1,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1976-10,,,https://handle.itu.int/11.1002/1000/10552,,,,http://handle.itu.int/11.1004/020.1000/4.257.43.en.1015,PDF,,"Republication of CCITT Rec. V.3 (1972) || Other URL is Fascicle VIII.1 of the Orange Book (1976), V.3 starts on page 6"
,,,characterSet,relOnly; relComplete,CCITT Rec. V.3 (11/1980),Edition 2,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1980-11,,,https://handle.itu.int/11.1002/1000/8397,,,,http://handle.itu.int/11.1004/020.1000/4.258.43.en.1025,PDF,,"Republication of CCITT Rec. V.3 (1972) || Other URL is Fascicle VIII.1 of the Yellow Book (1980), V.3 starts on page 9"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.50 (10/1984),Edition 3,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1984-10,,,https://handle.itu.int/11.1002/1000/6351,,,,http://handle.itu.int/11.1004/020.1000/4.259.43.en.1032,PDF,,"Other URL is Fascicle VII.3 of the Red Book (1984), T.50 starts on page 123"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.50 (11/1988),Edition 4,International Alphabet Number 5,Superseded,ITU-T Recommendation,,1988-11,,,https://handle.itu.int/11.1002/1000/2569,PDF,,,http://handle.itu.int/11.1004/020.1000/4.260.43.en.1041,PDF,,"Republication of CCITT Rec. T.50 (10/1984) || Other URL is Fascicle VII.3 of the Blue Book (1988), T.50 starts on page 180"
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.50 (09/1992),Edition 5,International Reference Alphabet (IRA) / Information Processing - ISO 7-bit Coded Character Set for Information Interchange,Active,ITU-T Recommendation,,1992-09,,,https://handle.itu.int/11.1002/1000/2570,PDF,,,,,,
,,,characterSet,relOnly; relComplete,RFC20,,ASCII Format for Network Interchange,Active,Internet Standard,Legacy,1969-10-16,,,https://www.rfc-editor.org/rfc/rfc20.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc20.txt,https://www.rfc-editor.org/rfc/rfc20.html,https://datatracker.ietf.org/doc/rfc20/,IETF Datatracker,10.17487/RFC0020,Restatement of US-ASCII [USAS X3.4-1968]
,,,characterSet,relOnly; relComplete,ECMA-35 (12/1971),Edition 1,Extension of the 7-bit Coded Character Set,Superseded,ECMA Standard,,1971-12,,,https://ecma-international.org/wp-content/uploads/ECMA-35_1st_edition_december_1971.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-35 (01/1980),Edition 2,Extension of the 7-bit Coded Character Set,Superseded,ECMA Standard,,1980-01,,,https://ecma-international.org/wp-content/uploads/ECMA-35_2nd_edition_january_1980.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-35 (01/1982),Edition 3,Code Extension Techniques,Superseded,ECMA Standard,,1982-01,,,https://ecma-international.org/wp-content/uploads/ECMA-35_3rd_edition_january_1982.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-35 (03/1985),Edition 4,Code Extension Techniques,Superseded,ECMA Standard,,1985-03,,,https://ecma-international.org/wp-content/uploads/ECMA-35_4th_edition_march_1985.pdf,PDF,,,,,,
,,,characterSet,noReview; relOnly; relComplete,ECMA-35 (06/1993),Edition 5,Character Code Structure and Extension Techniques,Superseded,ECMA Standard,,1993-06,,,,,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-35 (12/1994),Edition 6,Character Code Structure and Extension Techniques,Active,ECMA Standard,,1994-12,,,https://ecma-international.org/wp-content/uploads/ECMA-35_6th_edition_december_1994.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2022:1973,Edition 1,Information Processing — Code Extension Techniques for Use with the ISO 7-bit Coded Character Set,Withdrawn; Superseded,International Standard,,1973-07,,,https://www.iso.org/standard/1920.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2022:1982,Edition 2,Information Processing — ISO 7-bit and 8-bit Coded Character Sets — Code Extension Techniques,Withdrawn; Superseded,International Standard,,1982-12,,1986-04,https://www.iso.org/standard/6790.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2022:1986,Edition 3,Information Processing — ISO 7-bit and 8-bit Coded Character Sets — Code Extension Techniques,Withdrawn; Superseded,International Standard,,1986-05,,1994-12,https://www.iso.org/standard/6791.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 2022:1994,Edition 4,Information Technology — Character Code Structure and Extension Techniques,Active; Errata,International Standard,,1994-12,,,https://www.iso.org/standard/22747.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 2022:1994/Cor 1:1999,Edition 4,Information Technology — Character Code Structure and Extension Techniques (1994) — Technical Corrigendum 1,Active,International Standard,,1999-04,,,https://www.iso.org/standard/31104.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2375:1974,Edition 1,Data Processing — Procedure for Registration of Escape Sequences,Withdrawn; Superseded,International Standard,,1974-07,,,https://www.iso.org/standard/2089.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2375:1980,Edition 2,Data Processing — Procedure for Registration of Escape Sequences,Withdrawn; Superseded,International Standard,,1980-07,,1985-11,https://www.iso.org/standard/7216.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 2375:1985,Edition 3,Data Processing — Procedure for Registration of Escape Sequences,Withdrawn; Superseded,International Standard,,1985-11,,2003-02-19,https://www.iso.org/standard/7217.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 2375:2003,Edition 1,Information Technology — Procedure for Registration of Escape Sequences and Coded Character Sets,Withdrawn; Obsoleted,International Standard,,2003-02,,2024-07-05,https://www.iso.org/standard/32184.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC TR 2375:2024,Edition 1,Information Technology — Registered Escape Sequences and Coded Character Sets,Active,Technical Report,,2024-07,,,https://www.iso.org/standard/85288.html,,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-43 (12/1974),Edition 1,8-Bit Coded Character Set,Superseded,ECMA Standard,,1974-12,,,https://ecma-international.org/wp-content/uploads/ECMA-43_1st_edition_december_1974.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-43 (12/1985),Edition 2,8-Bit Coded Character Set Structure and Rules,Superseded,ECMA Standard,,1985-12,,,https://ecma-international.org/wp-content/uploads/ECMA-43_2nd_edition_december_1985.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-43 (12/1991),Edition 3,8-Bit Coded Character Set Structure and Rules,Active,ECMA Standard,,1991-12,,,https://ecma-international.org/wp-content/uploads/ECMA-43_3rd_edition_december_1991.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ISO 4873:1979,Edition 1,Information Processing — 8-bit Coded Character Set for Information Interchange,Withdrawn; Superseded; Updated,International Standard,,1979-02,,1986-07,https://www.iso.org/standard/10857.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 4873:1979/Amd 1:1980,Edition 1,Information Processing — 8-bit Coded Character Set for Information Interchange (1979) — Amendment 1,Withdrawn; Superseded,International Standard,,1980-07,,1986-08,https://www.iso.org/standard/10860.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 4873:1986,Edition 2,Information Processing — ISO 8-bit Code for Information Interchange — Structure and Rules for Implementation,Withdrawn; Superseded,International Standard,,1986-07,,1991-12-16,https://www.iso.org/standard/10858.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 4873:1991,Edition 1,Information Processing — ISO 8-bit Code for Information Interchange — Structure and Rules for Implementation,Active,International Standard,,1991-12,,,https://www.iso.org/standard/10859.html,,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-48 (03/1976),Edition 1,Additional Control Functions for Character-Imaging I/O Devices,Superseded,ECMA Standard,,1976-03,,,,,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-48 (08/1979),Edition 2,Additional Control Functions for Character-Imaging I/O Devices,Superseded,ECMA Standard,,1979-08,,,https://ecma-international.org/wp-content/uploads/ECMA-48_2nd_edition_august_1979.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-48 (03/1984),Edition 3,Additional Control Functions for Character-Imaging I/O Devices,Superseded,ECMA Standard,,1984-03,,,https://ecma-international.org/wp-content/uploads/ECMA-48_3rd_edition_march_1984.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-48 (12/1986),Edition 4,Control Functions for Coded Character Sets,Superseded,ECMA Standard,,1986-12,,,https://ecma-international.org/wp-content/uploads/ECMA-48_4th_edition_december_1986.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ECMA-48 (06/1991),Edition 5,Control Functions for Coded Character Sets,Active,ECMA Standard,,1991-06,,,https://ecma-international.org/wp-content/uploads/ECMA-48_5th_edition_june_1991.pdf,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ISO 6429:1983,Edition 1,Information Processing — ISO 7-bit and 8-bit Coded Character Sets — Additional Control Functions for Character-Imaging Devices,Withdrawn; Superseded,International Standard,,1983-05,,1988-11,https://www.iso.org/standard/12780.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 6429:1988,Edition 2,Information Processing — Control Functions for 7-bit and 8-bit Coded Character Sets,Withdrawn; Superseded,International Standard,,1988-11,,1992-12-30,https://www.iso.org/standard/12781.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 6429:1992,Edition 3,Information Technology — Control Functions for Coded Character Sets,Active,International Standard,,1992-12,,,https://www.iso.org/standard/12782.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 6937-1:1983,Edition 1,Information Processing — Coded Character Sets for Text Communication — Part 1: General Introduction,Withdrawn; Obsoleted,International Standard,,1983-11,,1994-06,https://www.iso.org/standard/13466.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 6937-2:1983,Edition 1,Information Processing — Coded Character Sets for Text Communication — Part 2: Latin Alphabetic and Non-Alphabetic Graphic Characters,Withdrawn; Obsoleted,International Standard,,1983-12,,1994-06,https://www.iso.org/standard/13467.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 6937-2:1983/Add 1:1989,Edition 1,Information Processing — Coded Character Sets for Text Communication — Part 2: Latin Alphabetic and Non-Alphabetic Graphic Characters (1983) — Addendum 1,Withdrawn; Obsoleted,International Standard,,1989-04,,1994-06-02,https://www.iso.org/standard/13468.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 6937:1994,Edition 2,Information Technology — Coded Graphic Character Set for Text Communication — Latin Alphabet,Withdrawn; Superseded,International Standard,,1994-06,,2001-12-20,https://www.iso.org/standard/13465.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 6937:2001,Edition 3,Information Technology — Coded Graphic Character Set for Text Communication — Latin Alphabet,Active,International Standard,,2001-12,,,https://www.iso.org/standard/31393.html,,,,,,,
,,,characterSet,relOnly; relComplete,CCITT Rec. T.51 (10/1984),Edition 1,Coded Character Sets for Telematic Services,Superseded,ITU-T Recommendation,,1984-10,,,https://handle.itu.int/11.1002/1000/6352,,,,http://handle.itu.int/11.1004/020.1000/4.259.43.en.1032,PDF,,"Other URL is Fascicle VII.3 of the Red Book (1984), T.51 starts on page 139"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.51 (11/1988),Edition 2,Coded Character Sets for Telematic Services,Superseded,ITU-T Recommendation,,1988-11,,,https://handle.itu.int/11.1002/1000/2587,PDF,,,http://handle.itu.int/11.1004/020.1000/4.260.43.en.1041,PDF,,"Other URL is Fascicle VII.3 of the Blue Book (1988), T.51 starts on page 196"
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.51 (09/1992),Edition 3,Latin Based Coded Character Sets for Telematic Services,Active; Updated,ITU-T Recommendation,,1992-09,,,https://handle.itu.int/11.1002/1000/2588,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.51 (09/1992)/Amd 1 (08/1995),Edition 3,Latin Based Coded Character Sets for Telematic Services (1992) — Amendment 1,Active,ITU-T Recommendation,,1995-08,,,https://handle.itu.int/11.1002/1000/2589,PDF,,,,,,
,,,characterSet,relOnly; relComplete,CCITT Rec. T.52 (03/1993),Edition 1,Non-Latin Coded Character Sets for Telematic Services,Active,ITU-T Recommendation,,1993-03,,,https://handle.itu.int/11.1002/1000/2591,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.52 (03/1993)/Amd 1 (10/1996),Edition 1,Non-Latin Coded Character Sets for Telematic Services (1993) — Amendment 1,Active,ITU-T Recommendation,,1996-10,,,https://handle.itu.int/11.1002/1000/3898,PDF,,,,,,
,,,characterSet,relOnly; relComplete,CCITT Rec. S.61 (11/1980),Edition 1,Character Repertoire and Coded Character Sets for the International Teletex Service,Superseded,ITU-T Recommendation,,1980-11,,,https://handle.itu.int/11.1002/1000/8366,,,,http://handle.itu.int/11.1004/020.1000/4.258.43.en.1024,PDF,,"Other URL is Fascicle VII.2 of the Yellow Book (1980), S.61 starts on page 70"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.61 (10/1984),Edition 2,Character Repertoire and Coded Character Sets for the International Teletex Service,Superseded,ITU-T Recommendation,,1984-10,,,https://handle.itu.int/11.1002/1000/6842,,,,http://handle.itu.int/11.1004/020.1000/4.259.43.en.1032,PDF,,"Other URL is Fascicle VII.3 of the Red Book (1984), T.61 starts on page 165"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.61 (11/1988),Edition 3,Character Repertoire and Coded Character Sets for the International Teletex Service,Superseded,ITU-T Recommendation,,1988-11,,,https://handle.itu.int/11.1002/1000/2616,PDF,,,http://handle.itu.int/11.1004/020.1000/4.260.43.en.1041,PDF,,"Other URL is Fascicle VII.3 of the Blue Book (1988), T.61 starts on page 241"
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.61 (03/1993),Edition 4,Character Repertoire and Coded Character Sets for the International Teletex Service,Unpublished; Withdrawn,ITU-T Recommendation,,1993-03,,1993-03,https://handle.itu.int/11.1002/1000/2617,Unpublished,,,,,,
,,,characterSet,relOnly; relComplete,CCITT Rec. S.100 (11/1980),Edition 1,International Information Exchange for Interactive Videotex,Superseded,ITU-T Recommendation,,1980-11,,,https://handle.itu.int/11.1002/1000/8369,,,,http://handle.itu.int/11.1004/020.1000/4.258.43.en.1024,PDF,,"Other URL is Fascicle VII.2 of the Yellow Book (1980), S.100 starts on page 165"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.100 (10/1984),Edition 2,International Information Exchange for Interactive Videotex,Superseded,ITU-T Recommendation,,1984-10,,,https://handle.itu.int/11.1002/1000/6851,,,,http://handle.itu.int/11.1004/020.1000/4.259.43.en.1032,PDF,,"Other URL is Fascicle VII.3 of the Red Book (1984), T.100 starts on page 527"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.100 (11/1988),Edition 3,International Information Exchange for Interactive Videotex,Active,ITU-T Recommendation,,1988-11,,,https://handle.itu.int/11.1002/1000/2482,PDF,,,http://handle.itu.int/11.1004/020.1000/4.260.43.en.1043,PDF,,"Other URL is Fascicle VII.5 of the Blue Book (1988), T.100 starts on page 102"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.101 (10/1984),Edition 1,International Interworking for Videotex Services,Superseded,ITU-T Recommendation,,1984-10,,,https://handle.itu.int/11.1002/1000/6852,,,,http://handle.itu.int/11.1004/020.1000/4.259.43.en.1032,PDF,,"Other URL is Fascicle VII.3 of the Red Book (1984), T.101 starts on page 567"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.101 (11/1988),Edition 2,International Interworking for Videotex Services,Superseded,ITU-T Recommendation,,1988-11,,,https://handle.itu.int/11.1002/1000/2483,PDF,,,http://handle.itu.int/11.1004/020.1000/4.260.43.en.1043,PDF,,"Other URL is Fascicle VII.5 of the Blue Book (1988), T.101 starts on page 142"
,,,characterSet,relOnly; relComplete,CCITT Rec. T.101 (03/1993),Edition 3,International Interworking for Videotex Services,Superseded,ITU-T Recommendation,,1993-03,,,https://handle.itu.int/11.1002/1000/2484,Request,,,,,,
,,,characterSet,relOnly; relComplete,ITU-T Rec. T.101 (11/1994),Edition 4,International Interworking for Videotex Services,Active,ITU-T Recommendation,,1994-11,,,https://handle.itu.int/11.1002/1000/2485,PDF,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-1:1987,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 1: Latin Alphabet No. 1,Withdrawn; Superseded,International Standard,,1987-02,,1998-04-16,https://www.iso.org/standard/16338.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-1:1998,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 1: Latin Alphabet No. 1,Active,International Standard,,1998-04,,,https://www.iso.org/standard/28245.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-2:1987,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 2: Latin Alphabet No. 2,Withdrawn; Superseded,International Standard,,1987-02,,1999-01-21,https://www.iso.org/standard/16339.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-2:1999,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 2: Latin Alphabet No. 2,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28246.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-3:1988,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 3: Latin Alphabet No. 3,Withdrawn; Superseded,International Standard,,1988-03,,1999-01-21,https://www.iso.org/standard/16340.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-3:1999,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 3: Latin Alphabet No. 3,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28247.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-4:1988,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 4: Latin Alphabet No. 4,Withdrawn; Superseded,International Standard,,1988-03,,1998-06-25,https://www.iso.org/standard/16341.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-4:1998,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 4: Latin Alphabet No. 4,Active,International Standard,,1998-06,,,https://www.iso.org/standard/28248.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-5:1988,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 5: Latin/Cyrillic Alphabet,Withdrawn; Superseded,International Standard,,1988-12,,1999-01-21,https://www.iso.org/standard/16342.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-5:1999,Edition 2,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 5: Latin/Cyrillic Alphabet,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28249.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-6:1987,Edition 1,Information Processing — 8-Bit Single-byte Coded Graphic Character Sets — Part 6: Latin/Arabic Alphabet,Withdrawn; Superseded,International Standard,,1987-07,,1999-01-21,https://www.iso.org/standard/16343.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-6:1999,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 6: Latin/Arabic Alphabet,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28250.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-7:1987,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 7: Latin/Greek Alphabet,Withdrawn; Superseded,International Standard,,1987-11,,2003-10-28,https://www.iso.org/standard/16344.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-7:2003,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 7: Latin/Greek Alphabet,Active,International Standard,,2003-10,,,https://www.iso.org/standard/38580.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO 8859-8:1988,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 8: Latin/Hebrew Alphabet,Withdrawn; Superseded,International Standard,,1988-06,,1999-01-21,https://www.iso.org/standard/16345.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-8:1999,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 8: Latin/Hebrew Alphabet,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28252.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-9:1989,Edition 1,Information Processing — 8-bit Single-byte Coded Graphic Character Sets — Part 9: Latin Alphabet No. 5,Withdrawn; Superseded,International Standard,,1989-05,,1999-01-21,https://www.iso.org/standard/16346.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-9:1999,Edition 2,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 9: Latin Alphabet No. 5,Active,International Standard,,1999-01,,,https://www.iso.org/standard/28253.html,,,,,,,
,,,characterSet,relOnly; relComplete,ISO/IEC 8859-10:1992,Edition 1,Information Technology — 8-bit Single-byte Coded Graphic Character Sets — Part 10: Latin Alphabet No. 6,Withdrawn; Superseded,International Standard,,1992-12,,1998-07-02,https://www.iso.org/standard/16347.html,,,,,,,
