authorityId,createdTimestamp,updatedTimestamp,atlasCategory,atlasStatus,reference,versionTag,title,status,type,ietfStream,publishedDate,deprecatedDate,withdrawnDate,canonicalUrl,canonicalFormat,plainTextUrl,htmlUrl,otherUrl,otherFormat,doi,notes
,,,,relOnly; relComplete,W3C REC HTML 5.1 (2e),Edition 2,HTML 5.1 2nd Edition,Deprecated; Superseded,W3C Recommendation,,2017-10-03,2021-01-28,,https://www.w3.org/TR/2017/REC-html51-20171003/,HTML,,https://www.w3.org/TR/2017/REC-html51-20171003/,,,,Derived from a snapshot of WHATWG HTML Living Standard
,,,,relOnly; relComplete,W3C REC HTML 5.2,,HTML 5.2,Deprecated; Superseded,W3C Recommendation,,2017-12-14,2021-01-28,,https://www.w3.org/TR/2017/REC-html52-20171214/,HTML,,https://www.w3.org/TR/2017/REC-html52-20171214/,,,,Derived from a snapshot of WHATWG HTML Living Standard
,,,,relOnly; relComplete,W3C REC HTML 2021-01-28,,HTML,Obsoleted,W3C Recommendation,,2021-01-28,,,https://html.spec.whatwg.org/review-drafts/2020-01/,HTML,,https://html.spec.whatwg.org/review-drafts/2020-01/,,,,A snapshot of the WHATWG HTML Living Standard
,,,,relOnly; relComplete,RFC1867,,Form-based File Upload in HTML,Deprecated; Obsoleted; Errata,RFC - Historic,IETF,1995-11-01,,,https://www.rfc-editor.org/rfc/rfc1867.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1867.txt,https://www.rfc-editor.org/rfc/rfc1867.html,https://datatracker.ietf.org/doc/rfc1867/,IETF Datatracker,10.17487/RFC1867,
,,,,relOnly; relComplete,RFC1942,,HTML Tables,Deprecated; Obsoleted,RFC - Historic,IETF,1996-05-01,,,https://www.rfc-editor.org/rfc/rfc1942.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1942.txt,https://www.rfc-editor.org/rfc/rfc1942.html,https://datatracker.ietf.org/doc/rfc1942/,IETF Datatracker,10.17487/RFC1942,
,,,,relOnly; relComplete,RFC1980,,A Proposed Extension to HTML : Client-Side Image Maps,Deprecated; Obsoleted,RFC - Historic,Legacy,1996-08-01,,,https://www.rfc-editor.org/rfc/rfc1980.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1980.txt,https://www.rfc-editor.org/rfc/rfc1980.html,https://datatracker.ietf.org/doc/rfc1980/,IETF Datatracker,10.17487/RFC1980,
,,,,relOnly; relComplete,RFC2070,,Internationalization of the Hypertext Markup Language,Deprecated; Obsoleted,RFC - Historic,IETF,1997-01-01,,,https://www.rfc-editor.org/rfc/rfc2070.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc2070.txt,https://www.rfc-editor.org/rfc/rfc2070.html,https://datatracker.ietf.org/doc/rfc2070/,IETF Datatracker,10.17487/RFC2070,
,,,,relOnly; relComplete,RFC2110,,"MIME E-mail Encapsulation of Aggregate Documents, such as HTML (MHTML)",Obsoleted,Proposed Standard,IETF,1997-03-01,,,https://www.rfc-editor.org/rfc/rfc2110.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc2110.txt,https://www.rfc-editor.org/rfc/rfc2110.html,https://datatracker.ietf.org/doc/rfc2110/,IETF Datatracker,10.17487/RFC2110,
,,,,relOnly; relComplete,RFC2557,,"MIME Encapsulation of Aggregate Documents, such as HTML (MHTML)",Active; Errata,Proposed Standard,IETF,1999-03-01,,,https://www.rfc-editor.org/rfc/rfc2557.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc2557.txt,https://www.rfc-editor.org/rfc/rfc2557.html,https://datatracker.ietf.org/doc/rfc2557/,IETF Datatracker,10.17487/RFC2557,
,,,,relOnly; relComplete,RFC2854,,The 'text/html' Media Type,Informational,RFC - Informational,Legacy,2000-06-01,,,https://www.rfc-editor.org/rfc/rfc2854.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc2854.txt,https://www.rfc-editor.org/rfc/rfc2854.html,https://datatracker.ietf.org/doc/rfc2854/,IETF Datatracker,10.17487/RFC2854,
,,,,relOnly; relComplete,W3C REC WebArch,,"Architecture of the World Wide Web, Volume One",Active; Errata,W3C Recommendation,,2004-12-15,,,https://www.w3.org/TR/2004/REC-webarch-20041215/,HTML,,https://www.w3.org/TR/2004/REC-webarch-20041215/,,,,
,,,,relOnly; relComplete,ECMA-262 (06/1997),Edition 1,"ECMAScript: A General Purpose, Cross-Platform Programming Language",Superseded,ECMA Standard,,1997-06,,,https://ecma-international.org/wp-content/uploads/ECMA-262_1st_edition_june_1997.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-262 (08/1998),Edition 2,ECMAScript Language Specification (Second Edition),Superseded,ECMA Standard,,1998-08,,,https://ecma-international.org/wp-content/uploads/ECMA-262_2nd_edition_august_1998.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-262 (12/1999),Edition 3,ECMAScript Language Specification (Third Edition),Superseded,ECMA Standard,,1999-12,,,https://ecma-international.org/wp-content/uploads/ECMA-262_3rd_edition_december_1999.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-262 (12/2009),Edition 5,ECMAScript Language Specification (Fifth Edition),Superseded,ECMA Standard,,2009-12,,,https://ecma-international.org/wp-content/uploads/ECMA-262_5th_edition_december_2009.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-262 (06/2011),Edition 5.1,ECMAScript Language Specification (5.1 Edition),Superseded,ECMA Standard,,2011-06,,,https://ecma-international.org/wp-content/uploads/ECMA-262_5.1_edition_june_2011.pdf,PDF,,https://262.ecma-international.org/5.1/index.html,,,,
,,,,relOnly; relComplete,ECMA-262 (06/2015),Edition 6,ECMAScript® 2015 Language Specification,Superseded,ECMA Standard,,2015-06,,,https://ecma-international.org/wp-content/uploads/ECMA-262_6th_edition_june_2015.pdf,PDF,,https://262.ecma-international.org/6.0/index.html,,,,
,,,,relOnly; relComplete,ECMA-262 (06/2016),Edition 7,ECMAScript® 2016 Language Specification,Superseded,ECMA Standard,,2016-06,,,https://262.ecma-international.org/7.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_7th_edition_june_2016.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2017),Edition 8,ECMAScript® 2017 Language Specification,Superseded,ECMA Standard,,2017-06,,,https://262.ecma-international.org/8.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_8th_edition_june_2017.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2018),Edition 9,ECMAScript® 2018 Language Specification,Superseded,ECMA Standard,,2018-06,,,https://262.ecma-international.org/9.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_9th_edition_june_2018.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2019),Edition 10,ECMAScript® 2019 Language Specification,Superseded,ECMA Standard,,2019-06,,,https://262.ecma-international.org/10.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_10th_edition_june_2019.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2020),Edition 11,ECMAScript® 2020 Language Specification,Superseded,ECMA Standard,,2020-06,,,https://262.ecma-international.org/11.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_11th_edition_june_2020.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2021),Edition 12,ECMAScript® 2021 Language Specification,Superseded,ECMA Standard,,2021-06,,,https://262.ecma-international.org/12.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_12th_edition_june_2021.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2022),Edition 13,ECMAScript® 2022 Language Specification,Superseded,ECMA Standard,,2022-06,,,https://262.ecma-international.org/13.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_13th_edition_june_2022.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2023),Edition 14,ECMAScript® 2023 Language Specification,Superseded,ECMA Standard,,2023-06,,,https://262.ecma-international.org/14.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_14th_edition_june_2023.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2024),Edition 15,ECMAScript® 2024 Language Specification,Superseded,ECMA Standard,,2024-06,,,https://262.ecma-international.org/15.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_15th_edition_june_2024.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-262 (06/2025),Edition 16,ECMAScript® 2025 Language Specification,Active,ECMA Standard,,2025-06,,,https://262.ecma-international.org/16.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-262_16th_edition_june_2025.pdf,PDF,,
,,,,relOnly; relComplete,ECMA TR/104 (12/2011),Edition 1,ECMA-262 Test Suite,Superseded,Technical Report,,2011-12,,,https://ecma-international.org/wp-content/uploads/ECMA_TR-104_1st_edition_december_2011.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA TR/104 (12/2016),Edition 2,ECMAScript® Test Suite,Active,Technical Report,,2016-12,,,https://ecma-international.org/wp-content/uploads/ECMA_TR-104_2nd_edition_december_2016.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-402 (12/2012),Edition 1,ECMAScript Internationalization API Specification,Superseded,ECMA Standard,,2012-12,,,http://www.ecma-international.org/ecma-402/1.0/ECMA-402.pdf,PDF,,https://402.ecma-international.org/1.0/index.html,,,,
,,,,relOnly; relComplete,ECMA-402 (06/2015),Edition 2,ECMAScript 2015 Internationalization API Specification,Superseded,ECMA Standard,,2015-06,,,https://402.ecma-international.org/2.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_2nd_edition_june_2015.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2016),Edition 3,ECMAScript® 2016 Internationalization API Specification,Superseded,ECMA Standard,,2016-06,,,https://402.ecma-international.org/3.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_3rd_edition_june_2016.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2017),Edition 4,ECMAScript® 2017 Internationalization API Specification,Superseded,ECMA Standard,,2017-06,,,https://402.ecma-international.org/4.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_4th_edition_june_2017.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2018),Edition 5,ECMAScript® 2018 Internationalization API Specification,Superseded,ECMA Standard,,2018-06,,,https://402.ecma-international.org/5.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_5th_edition_june_2018.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2019),Edition 6,ECMAScript® 2019 Internationalization API Specification,Superseded,ECMA Standard,,2019-06,,,https://402.ecma-international.org/6.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402-6th-edition-June-2019.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2020),Edition 7,ECMAScript® 2020 Internationalization API Specification,Superseded,ECMA Standard,,2020-06,,,https://402.ecma-international.org/7.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_7th_edition_june_2020.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2021),Edition 8,ECMAScript® 2021 Internationalization API Specification,Superseded,ECMA Standard,,2021-06,,,https://402.ecma-international.org/8.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_8th_edition_june_2021.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2022),Edition 9,ECMAScript® 2022 Internationalization API Specification,Superseded,ECMA Standard,,2022-06,,,https://402.ecma-international.org/9.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_9th_edition_june_2022.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2023),Edition 10,ECMAScript® 2023 Internationalization API Specification,Superseded,ECMA Standard,,2023-06,,,https://402.ecma-international.org/10.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_10th_edition_june_2023.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2024),Edition 11,ECMAScript® 2024 Internationalization API Specification,Superseded,ECMA Standard,,2024-06,,,https://402.ecma-international.org/11.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_11th_edition_june_2024.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-402 (06/2025),Edition 12,ECMAScript® 2025 Internationalization API Specification,Active,ECMA Standard,,2025-06,,,https://402.ecma-international.org/12.0/index.html,HTML,,,https://ecma-international.org/wp-content/uploads/ECMA-402_12th_edition_june_2025.pdf,PDF,,
,,,,relOnly; relComplete,ECMA-404 (10/2013),Edition 1,The JSON Data Interchange Format,Superseded,ECMA Standard,,2013-10,,,https://ecma-international.org/wp-content/uploads/ECMA-404_1st_edition_october_2013.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-404 (12/2017),Edition 2,The JSON Data Interchange Syntax,Active,ECMA Standard,,2017-12,,,https://ecma-international.org/wp-content/uploads/ECMA-404_2nd_edition_december_2017.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-414 (06/2016),Edition 1,ECMAScript® Specification Suite,Superseded,ECMA Standard,,2016-06,,,https://ecma-international.org/wp-content/uploads/ECMA-414_1st_edition_june_2016.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-414 (12/2016),Edition 2,ECMAScript® Specification Suite,Superseded,ECMA Standard,,2016-12,,,https://ecma-international.org/wp-content/uploads/ECMA-414_2nd_edition_december_2016.pdf,PDF,,,,,,
,,,,relOnly; relComplete,ECMA-414 (12/2017),Edition 3,ECMAScript® Specification Suite,Active,ECMA Standard,,2017-12,,,https://ecma-international.org/wp-content/uploads/ECMA-414_3rd_edition_december_2017.pdf,PDF,,,,,,
,,,,relOnly; relComplete,RFC4627,,The application/json Media Type for JavaScript Object Notation (JSON),Informational; Obsoleted,RFC - Informational,,2006-07,,,https://www.rfc-editor.org/rfc/rfc4627.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc4627.txt,https://www.rfc-editor.org/rfc/rfc4627.html,https://datatracker.ietf.org/doc/rfc4627/,IETF Datatracker,10.17487/RFC4627,
,,,,relOnly; relComplete,RFC7158,,The JavaScript Object Notation (JSON) Data Interchange Format,Obsoleted,Proposed Standard,,2014-03-02,,,https://www.rfc-editor.org/rfc/rfc7158.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc7158.txt,https://www.rfc-editor.org/rfc/rfc7158.html,https://datatracker.ietf.org/doc/rfc7158/,IETF Datatracker,10.17487/RFC7158,Republished via RFC7159 due to error in publication indicating incorrect year
,,,,relOnly; relComplete,RFC7159,,The JavaScript Object Notation (JSON) Data Interchange Format,Obsoleted; Errata,Proposed Standard,,2014-03-03,,,https://www.rfc-editor.org/rfc/rfc7159.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc7159.txt,https://www.rfc-editor.org/rfc/rfc7159.html,https://datatracker.ietf.org/doc/rfc7159/,IETF Datatracker,10.17487/RFC7159,
,,,,relOnly; relComplete,RFC8259,,The JavaScript Object Notation (JSON) Data Interchange Format,Active; Errata,Internet Standard,,2017-12-13,,,https://www.rfc-editor.org/rfc/rfc8259.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc8259.txt,https://www.rfc-editor.org/rfc/rfc8259.html,https://datatracker.ietf.org/doc/rfc8259/,IETF Datatracker,10.17487/RFC8259,
,,,,relOnly; relComplete,ISO/IEC 16262:1998,Edition 1,Information Technology — ECMAScript Language Specification,Withdrawn; Superseded,International Standard,,1998-12-20,,2002-06-13,https://www.iso.org/standard/29696.html,,,,,,,
,,,,relOnly; relComplete,ISO/IEC 16262:2002,Edition 2,Information Technology — ECMAScript Language Specification,Withdrawn; Superseded,International Standard,,2002-06-13,,2011-05-25,https://www.iso.org/standard/33835.html,,,,,,,
,,,,relOnly; relComplete,ISO/IEC 16262:2011,Edition 3,"Information Technology — Programming Languages, Their Environments and System Software Interfaces — ECMAScript Language Specification",Withdrawn; Obsoleted,International Standard,,2011-05-25,,2018-05-09,https://www.iso.org/standard/55755.html,,,,,,,
,,,,relOnly; relComplete,ISO/IEC 21778:2017,Edition 1,Information Technology — The JSON Data Interchange Syntax,Active,International Standard,,2017-11-15,,,https://www.iso.org/standard/71616.html,,,,,,,
,,,,relOnly; relComplete,ISO/IEC 22275:2018,Edition 1,"Information Technology — Programming Languages, Their Environments, and System Software Interfaces — ECMAScript® Specification Suite",Active,International Standard,,2018-05-09,,,https://www.iso.org/standard/73002.html,,,,,,,
,,,,relOnly; relComplete,RFC1950,,ZLIB Compressed Data Format Specification version 3.3,Informational,RFC - Informational,Legacy,1996-05-01,,,https://www.rfc-editor.org/rfc/rfc1950.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1950.txt,https://www.rfc-editor.org/rfc/rfc1950.html,https://datatracker.ietf.org/doc/rfc1950/,IETF Datatracker,10.17487/RFC1950,
,,,,relOnly; relComplete,RFC1951,,DEFLATE Compressed Data Format Specification version 1.3,Informational; Errata,RFC - Informational,Legacy,1996-05-01,,,https://www.rfc-editor.org/rfc/rfc1951.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1951.txt,https://www.rfc-editor.org/rfc/rfc1951.html,https://datatracker.ietf.org/doc/rfc1951/,IETF Datatracker,10.17487/RFC1951,
,,,,relOnly; relComplete,RFC1952,,GZIP file format specification version 4.3,Informational; Errata,RFC - Informational,Legacy,1996-05-01,,,https://www.rfc-editor.org/rfc/rfc1952.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1952.txt,https://www.rfc-editor.org/rfc/rfc1952.html,https://datatracker.ietf.org/doc/rfc1952/,IETF Datatracker,10.17487/RFC1952,
,,,,relOnly; relComplete,NIST FIPS 46,,Data Encryption Standard (DES),Withdrawn; Superseded,National Standard,,1977-01-15,,1988-01-22,https://csrc.nist.gov/files/pubs/fips/46/final/docs/nbs.fips.46.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 46-1,,Data Encryption Standard (DES),Withdrawn; Superseded,National Standard,,1988-01-22,,1993-12-30,https://csrc.nist.gov/files/pubs/fips/46-1/final/docs/nbs.fips.46-1.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 46-2,,Data Encryption Standard (DES),Withdrawn; Superseded,National Standard,,1993-12-30,,1999-10-25,https://nvlpubs.nist.gov/nistpubs/Legacy/FIPS/fipspub46-2.pdf,PDF,,,,,10.6028/NIST.FIPS.46-2,
,,,,relOnly; relComplete,NIST FIPS 46-3,,Data Encryption Standard (DES),Withdrawn,National Standard,,1999-10-25,,2005-05-19,https://csrc.nist.gov/files/pubs/fips/46-3/final/docs/fips46-3.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 81,,DES Modes of Operation,Withdrawn; Errata,National Standard,,1980-12-02,,2005-05-19,https://nvlpubs.nist.gov/nistpubs/Legacy/FIPS/fipspub81.pdf,PDF,,,,,10.6028/NBS.FIPS.81,
,,,,relOnly; relComplete,NIST FIPS 81 CN2,,DES Modes of Operation — Change Notice 2,Withdrawn,National Standard,,1996-05-31,,2005-05-19,https://csrc.nist.gov/files/pubs/fips/81/final/docs/fips81change2.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 81 CN3,,DES Modes of Operation — Change Notice 3,Withdrawn,National Standard,,1996-05-31,,2005-05-19,https://csrc.nist.gov/files/pubs/fips/81/final/docs/fips81change3.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 180,,Secure Hash Standard (SHS),Withdrawn; Superseded,National Standard,,1993-05-11,,1995-04-17,https://nvlpubs.nist.gov/nistpubs/Legacy/FIPS/NIST.FIPS.180.pdf,PDF,,,,,10.6028/NIST.FIPS.180,
,,,,relOnly; relComplete,NIST FIPS 180-1,,Secure Hash Standard (SHS),Withdrawn; Superseded,National Standard,,1995-04-17,,2002-08-01,https://nvlpubs.nist.gov/nistpubs/Legacy/FIPS/fipspub180-1.pdf,PDF,,,,,10.6028/NIST.FIPS.180-1,
,,,,relOnly; relComplete,NIST FIPS 180-2 (2002),,Secure Hash Standard (SHS),Withdrawn; Superseded,National Standard,,2002-08-01,,2004-02-25,https://csrc.nist.gov/files/pubs/fips/180-2/final/docs/fips180-2.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 180-2 (2004),,Secure Hash Standard (SHS) (with Change Notice 1),Withdrawn; Superseded,National Standard,,2004-02-25,,2008-10-31,https://csrc.nist.gov/files/pubs/fips/180-2/upd1/final/docs/fips180-2withchangenotice.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 180-3,,Secure Hash Standard (SHS),Withdrawn; Superseded,National Standard,,2008-10-31,,2012-03-06,https://csrc.nist.gov/files/pubs/fips/180-3/final/docs/fips180-3_final.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 180-4 (2008),,Secure Hash Standard (SHS),Withdrawn; Superseded,National Standard,,2012-03-06,,2015-08-05,https://csrc.nist.gov/files/pubs/fips/180-4/final/docs/fips180-4.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 180-4 (2015),,Secure Hash Standard (SHS) with Erratum,Active,National Standard,,2015-08-04,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.180-4.pdf,PDF,,,,,10.6028/NIST.FIPS.180-4,
,,,,relOnly; relComplete,NIST FIPS 186,,Digital Signature Standard (DSS),Withdrawn; Superseded; Errata,National Standard,,1994-05-19,,1998-12-15,https://nvlpubs.nist.gov/nistpubs/Legacy/FIPS/fipspub186.pdf,PDF,,,,,10.6028/NIST.FIPS.186,
,,,,relOnly; relComplete,NIST FIPS 186 CN1,,Digital Signature Standard (DSS) — Change Notice 1,Withdrawn; Superseded,National Standard,,1996-12-30,,1998-12-15,https://csrc.nist.gov/files/pubs/fips/186/upd1/final/docs/chng1-for-fips186.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 186-1,,Digital Signature Standard (DSS),Withdrawn; Superseded,National Standard,,1998-12-15,,2000-01-27,https://csrc.nist.gov/files/pubs/fips/186-1/final/docs/fips186-1.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 186-2 (2000),,Digital Signature Standard (DSS),Withdrawn; Superseded,National Standard,,2000-01-27,,2001-10-05,https://csrc.nist.gov/files/pubs/fips/186-2/final/docs/fips186-2.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 186-2 (2001),,Digital Signature Standard (DSS) (with Change Notice 1),Withdrawn; Superseded,National Standard,,2001-10-05,,2009-06-09,https://csrc.nist.gov/files/pubs/fips/186-2/upd1/final/docs/fips186-2-change1.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 186-3,,Digital Signature Standard (DSS),Withdrawn; Superseded,National Standard,,2009-06-25,,2013-07-19,https://csrc.nist.gov/files/pubs/fips/186-3/final/docs/fips_186-3.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 186-4,,Digital Signature Standard (DSS),Withdrawn; Superseded,National Standard,,2013-07-19,,2024-02-03,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-4.pdf,PDF,,,,,10.6028/NIST.FIPS.186-4,
,,,,relOnly; relComplete,NIST FIPS 186-5,,Digital Signature Standard (DSS),Active,National Standard,,2023-02-03,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.186-5.pdf,PDF,,,,,10.6028/NIST.FIPS.186-5,
,,,,relOnly; relComplete,NIST FIPS 197 (2001),,Advanced Encryption Standard (AES),Withdrawn; Superseded,National Standard,,2001-11-26,,2023-05-09,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.197.pdf,PDF,,,,,10.6028/NIST.FIPS.197,
,,,,relOnly; relComplete,NIST FIPS 197 (2023),,Advanced Encryption Standard (AES),Active,National Standard,,2023-05-09,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.197-upd1.pdf,PDF,,,,,10.6028/NIST.FIPS.197-upd1,The 2023 update makes only editorial changes; no technical updates.
,,,,relOnly; relComplete,NIST FIPS 198,,The Keyed-Hash Message Authentication Code (HMAC),Withdrawn; Superseded,National Standard,,2002-03-06,,2008-07-29,https://csrc.nist.gov/files/pubs/fips/198/final/docs/fips-198a.pdf,PDF,,,,,,
,,,,relOnly; relComplete,NIST FIPS 198-1,,The Keyed-Hash Message Authentication Code (HMAC),Active,National Standard,,2008-07-16,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.198-1.pdf,PDF,,,,,10.6028/NIST.FIPS.198-1,
,,,,relOnly; relComplete,NIST FIPS 202,,SHA-3 Standard: Permutation-Based Hash and Extendable-Output Functions,Active,National Standard,,2015-08-04,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.202.pdf,PDF,,,,,10.6028/NIST.FIPS.202,
,,,,relOnly; relComplete,NIST FIPS 203,,Module-Lattice-Based Key-Encapsulation Mechanism Standard,Active,National Standard,,2024-08-13,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.203.pdf,PDF,,,,,10.6028/NIST.FIPS.203,
,,,,relOnly; relComplete,NIST FIPS 204,,Module-Lattice-Based Digital Signature Standard,Active,National Standard,,2024-08-13,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,PDF,,,,,10.6028/NIST.FIPS.204,
,,,,relOnly; relComplete,NIST FIPS 205,,Stateless Hash-Based Digital Signature Standard,Active,National Standard,,2024-08-13,,,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.205.pdf,PDF,,,,,10.6028/NIST.FIPS.205,
,,,,relOnly; relComplete,NIST TechNote SHA-1 Attacks,,NIST Comments on Cryptanalytic Attacks on SHA-1 (2006-04-26),Informational,Technical Note,,2006-04-26,,,https://csrc.nist.gov/news/2006/nist-comments-on-cryptanalytic-attacks-on-sha-1,HTML,,,,,,
,,,,relOnly; relComplete,RFC1186,,MD4 Message Digest Algorithm,Informational; Obsoleted,RFC - Informational,Legacy,1990-10-01,,,https://www.rfc-editor.org/rfc/rfc1186.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1186.txt,https://www.rfc-editor.org/rfc/rfc1186.html,https://datatracker.ietf.org/doc/rfc1186/,IETF Datatracker,10.17487/RFC1186,
,,,,relOnly; relComplete,RFC1319,,The MD2 Message-Digest Algorithm,Deprecated; Obsoleted; Errata,RFC - Historic,IETF,1992-04-01,2011-03-07,,https://www.rfc-editor.org/rfc/rfc1319.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1319.txt,https://www.rfc-editor.org/rfc/rfc1319.html,https://datatracker.ietf.org/doc/rfc1319/,IETF Datatracker,10.17487/RFC1319,
,,,,relOnly; relComplete,RFC1320,,The MD4 Message-Digest Algorithm,Deprecated; Obsoleted; Errata,RFC - Historic,IETF,1992-04-01,2011-03-06,,https://www.rfc-editor.org/rfc/rfc1320.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1320.txt,https://www.rfc-editor.org/rfc/rfc1320.html,https://datatracker.ietf.org/doc/rfc1320/,IETF Datatracker,10.17487/RFC1320,
,,,,relOnly; relComplete,RFC1321,,The MD5 Message-Digest Algorithm,Informational; Updated; Errata,RFC - Informational,IETF,1992-04,,,https://www.rfc-editor.org/rfc/rfc1321.txt,Text (ASCII),https://www.rfc-editor.org/rfc/rfc1321.txt,https://www.rfc-editor.org/rfc/rfc1321.html,https://datatracker.ietf.org/doc/rfc1321/,IETF Datatracker,10.17487/RFC1321,
